word,leixing,fanyi
in,prep, 在……内；进……里；在……期间；在……以后；穿着；在……状态中；在……方面；包含在……中；从事……；用……语言，以……媒介；以……调；在（活动）过程中；在……岁数；当……时；（引出具某种品质的人的名字）；占……；在……之中（用于较大和较小数字之间）；以……的数量；带……颜色的；以……方式；具有……特性；按照（表示方式）
writing,n, 书写；写作技能；著书立说，写作的职业；作品，著作；文字；笔迹
she,pron, 她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等）
have,vt, 有；让；拿；从事；允许
her,pron, 她（she的宾格）；她的（she的所有格）；她（指某个国家；一艘船）
family,n, 家庭；亲属；家族；子女；[生]科；语族；[化]族
support,v, 支持；帮助；支撑；维持；证实；胜任；忍受；（尤指在财政方面）资助；（在流行音乐会上）当助演；安慰；（计算机）支持……的运行
she,pron, 她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等）
may,aux, 可以，能够；可能，也许；祝，愿；会，能
continue,vi, 继续，延续；仍旧，连续
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
read,vt, 阅读；读懂，理解
magic,n, 魔法，巫术；魔术；魅力；（非正式）有魅力之物；（非正式）罕见才能
stories,n, 故事（story 的复数）；楼层（story 或 storey 的复数）
during,prep, 在…
these,det, 这些（this 的复数）
past,adj, 过去的，从前的，以往的；刚过去的，刚结束的；（动词）过去式的；完成的，结束的
few,adj, 很少的；几乎没有的
days,adv, 每天；在白天
have,vt, 有；让；拿；从事；允许
been,v, 是，有（be的过去分词）
reflecting,adj, 反射的；沉思的
lot,n, 份额；许多；命运；阄
on,prep, 在……之上；向，朝；关于；在……时候；由……支撑；（身上）带着；一……就；吃，喝；接近；根据；挣……钱；以……支付；以……为燃料；在……中；作为……成员；借助（仪器或器械）；与……相比；增加；靠……服用药物；（由电台或电视）播放；忙碌于
everything,pron, 每件事物，（有关的）一切，万事；形势，情况；最重要的东西
that,det, 那，那个；那种
happened,vi, 发生（happen 的过去式及过去分词）
this,pron, 这，这个；这样；今，本；……的这个；有个
past,adj, 过去的，从前的，以往的；刚过去的，刚结束的；（动词）过去式的；完成的，结束的
year,n, 年；年度；历年；年纪；一年的期间；某年级的学生
and,conj, 和，与；就；而且；但是；然后
thinking,v, 认为；思考；想象；料想；（表示气愤、吃惊）明白（think 的现在分词）
of,prep, 属于；……的；……的一部分；住在（某地）；关于；由……组成的；因为；（表示人或事的时空位置）在，当
what,pron, 什么；多么；多少
can,aux, 能；能够；有机会；可能；被允许
do,v, 做，干，办（某事）；行动，表现；顺利进行，进展；从事（工作）；执行（任务）；学习，研究；解答，解决，算出；制作，做出；演出，编排（戏剧等）；仿效，模仿；完成，做好；供给，提供；走过，行过；以……速度行进；达到（一定销售额）；参观，游览，旅行；处理；适合，足够；煮制；欺骗；惩罚；（从某地方）盗窃；护理；（非正式）吸（毒）；（非正式）性交；度过（一段时间）；导致，引起；（非正式）痛打，杀死；生长；整理
differently,adv, 不同地；差异；各种
so,adv, 如此，这么；确是如此
that,det, 那，那个；那种
the,art, 这；那
coming,adj, 即将发生的；下一个的；刚刚开始的；有希望成功的
year,n, 年；年度；历年；年纪；一年的期间；某年级的学生
will,aux, 将；总是；愿意；（表示能力、容量等）能；惯于；可能；必须
be,vt, 是； 有，存在； 做，成为； 发生
much,adv, 非常，很
better,adj, 更好的；更熟练的；更合适的；（病势）好转的
here,adv, 在这里；此时
want,vt, 需要；希望；应该；缺少
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
share,v, 分享，共用；分配；有同样的感情（或经历）；分担
some,det, 一些；某些；好些；少量；某个；算不上；大约；至少有一点
tips,n, 秘诀，技巧；小贴士，小窍门
so,adv, 如此，这么；确是如此
you,pron, 你；你们
can,aux, 能；能够；有机会；可能；被允许
also,adv, 也；而且；同样
do,v, 做，干，办（某事）；行动，表现；顺利进行，进展；从事（工作）；执行（任务）；学习，研究；解答，解决，算出；制作，做出；演出，编排（戏剧等）；仿效，模仿；完成，做好；供给，提供；走过，行过；以……速度行进；达到（一定销售额）；参观，游览，旅行；处理；适合，足够；煮制；欺骗；惩罚；（从某地方）盗窃；护理；（非正式）吸（毒）；（非正式）性交；度过（一段时间）；导致，引起；（非正式）痛打，杀死；生长；整理
your,pron, 你的，你们的
resolution,n, [物] 分辨率；决议；解决；决心
and,conj, 和，与；就；而且；但是；然后
you,pron, 你；你们
can,aux, 能；能够；有机会；可能；被允许
achieve,vt, 取得；获得；实现；成功
them,pron, 他们；它们；她们
all,det, 所有；全部；（与单数名词连用，表示某事在某段时间内持续发生）全部的；极度；唯一；任何
be,vt, 是； 有，存在； 做，成为； 发生
realistic,adj, 现实的；现实主义的；逼真的；实在论的
you,pron, 你；你们
should,aux, 应该；就；可能；将要；本当；竟然
always,adv, 永远，一直；总是；常常
try,vt, 试图，努力；试验；审判；考验
